employee_id,age,gender,education,experience_years,department,job_level,manager_tenure,projects_count,avg_task_delay_days,on_time_delivery_rate,bug_count,code_review_score,qa_defect_density,story_points_completed,billable_hours_ratio,training_hours,certifications_count,internal_hackathons_participated,sick_days,unplanned_absences,avg_login_hours,peer_feedback_score,manager_score,kudos_count,promotions_in_2y,salary_percentile_band,perf_band_next
24,48,Male,Master,27,Marketing,Senior,12,19,7.486967162223793,0.7466237465129929,5,2.609238135165864,0.4696675078714934,320,0.7774582586413915,81.14075027006562,0,2,10,4,11.782099633563012,2.357250384772321,1.3571450061245223,14,2,Low,High
25,49,Female,Master,20,Engineering,Junior,14,10,0.7494657309574819,0.7895649020175246,24,1.6463918238320847,0.18425882891919043,214,0.6348134260366217,10.97238012471201,1,4,16,5,8.401865395386679,3.119073870121921,4.291076406029342,13,1,High,High
26,37,Male,Bachelor,17,Finance,Junior,2,15,12.630180210648469,0.5945388268891745,23,1.47341640530635,0.02698488071369587,132,0.7146636993789011,12.175199764767841,6,1,13,2,8.182812650594009,3.667676078299878,1.6385700760030972,18,0,Medium,High
27,36,Female,Master,35,Finance,Mid,18,10,24.05710095210167,0.9504538651334953,24,4.042719044883864,0.38148469435451166,344,0.9125960973034288,59.4473854912619,7,4,15,8,10.221510353992628,2.4016902872643695,2.335366520277369,16,0,Low,High
28,24,Male,Bachelor,34,Finance,Mid,7,16,18.24042798236608,0.8370934744148069,15,4.710014205186303,0.3517540720441704,183,0.6606351647609278,34.48891741731833,3,1,9,4,7.0723874195713625,4.9779315298085365,1.1153936011600867,19,0,Medium,High
29,58,Male,Bachelor,8,HR,Junior,6,12,6.842875307382554,0.8166344586687444,15,2.8331328655450925,0.2989554961316662,260,0.8588638244507829,3.490585907310928,5,2,3,1,8.179940901442508,3.2551007937185634,1.4949123527485542,16,0,High,High
30,28,Male,Master,37,Sales,Senior,14,18,27.74330579656,0.549748113090319,5,3.637782634862553,0.244946872192087,362,0.9669703411218005,54.16415078330531,9,2,9,9,7.747844677646927,4.297846236371755,2.7829035416495307,15,2,Low,High
31,42,Male,Bachelor,29,Engineering,Mid,8,1,26.927264993721376,0.802086969086296,36,4.657830603523765,0.016082635161315695,141,0.871934703903088,38.78450996858469,2,2,19,9,9.609207735783757,3.9005408916431645,4.273353342537881,19,0,Low,High
32,30,Female,Master,33,Marketing,Senior,2,16,2.327193978443457,0.5604803311192461,20,1.3604545317365782,0.31229862576007716,386,0.9244086757168908,10.107649237174265,6,3,11,6,6.9765173172849835,4.411221254811791,4.094679085460199,7,0,High,High
33,39,Female,Master,31,Marketing,Junior,17,6,-3.620384520787296,0.5393488375976996,3,4.081925812476119,0.20841730761139682,452,0.6435886517215663,80.19203922559826,2,4,8,2,9.292207533637418,1.6952038181542717,1.941191047105253,6,2,High,High
34,25,Female,Bachelor,2,Sales,Mid,5,3,20.94580479227668,0.7636554478211967,33,3.4672675375023005,0.2801047013704725,176,0.7002927304008217,91.5076765278806,6,0,14,0,11.145279539621068,1.8902148389106839,1.606761796277124,11,2,Low,High
35,46,Male,Bachelor,2,Finance,Mid,14,2,23.966359147220366,0.7013927670232475,27,3.3945487153194454,0.21466067098381814,240,0.9578155408962364,75.659393401413,7,0,8,2,9.085023280245611,2.949644711561161,2.5570538519270802,0,1,High,High
36,35,Female,Bachelor,27,Engineering,Junior,3,2,28.875259808297436,0.7944051350781116,37,2.170161713926279,0.4830280663825995,208,0.8860422454472356,82.24223100162773,2,2,6,8,10.10097970258851,4.409314705941769,4.533073388851539,11,2,High,High
37,30,Female,Master,14,Marketing,Mid,5,13,26.144273793090875,0.5446110840286194,40,3.7355734191107075,0.30205445057542357,380,0.8558215305509245,21.649056726611736,1,4,11,4,6.451488106067597,1.790426325563435,1.3657002966520126,5,1,Low,Medium
38,47,Female,Bachelor,22,Marketing,Junior,16,9,16.018716887224517,0.7154915314236292,27,4.179191019283106,0.3746181653012336,384,0.86550669444868,26.3572950918601,5,1,19,6,8.694033475482257,4.884263328429194,3.171656041377401,15,1,Medium,High
39,23,Male,Bachelor,39,Finance,Mid,18,16,13.551831872433329,0.5873933575225789,16,1.4514326597747886,0.46817347373554163,59,0.7656802217218573,20.852754029918774,3,0,13,2,6.569359004615112,1.5104092332605656,1.3552299176121676,17,0,High,Medium
40,41,Male,Bachelor,10,Sales,Junior,17,5,-4.02556320580948,0.9935500429620583,13,3.1340857239239353,0.29579966145836983,156,0.6178226526470613,76.5063431365564,7,2,15,3,9.596770054719942,1.700311780722032,2.8808484846569558,18,0,Medium,High
41,49,Male,Master,31,Engineering,Mid,11,7,3.632975639567224,0.7805751062175872,6,1.4050607239496387,0.006031258911200377,136,0.9137766168282916,94.79170789344971,1,0,18,0,7.686326227042911,1.6689351334643017,1.5071660486439291,2,0,Medium,High
42,28,Female,Bachelor,35,Sales,Senior,17,13,11.086516310652424,0.8437184304704337,21,4.490296077190578,0.01714583915527118,116,0.8714852944861415,71.68372067339025,3,0,2,2,7.723594985950488,3.344023812138478,1.3213477399974591,2,2,Medium,High
43,29,Female,Bachelor,32,Sales,Senior,16,13,16.997636502924873,0.6627091403413039,0,3.030546890625389,0.3511692170509309,111,0.7891217856450898,88.1466764879556,1,0,10,6,6.460600422869884,4.670164326386544,1.763397332254339,4,2,High,High
44,56,Female,Master,23,Engineering,Senior,2,7,14.503814166144373,0.5473694573896721,28,4.23186275704303,0.13954256807564175,436,0.959903846147303,63.869909488317255,1,2,19,3,7.861427168644406,2.0204455486657533,2.0210240774750647,2,0,Low,High
45,35,Male,PhD,38,Engineering,Mid,4,10,20.992259638859167,0.9879354313917683,30,2.472342550664857,0.28968986367397437,195,0.7344638659940396,38.765990055879904,1,2,18,1,9.040063062642584,3.212147413834246,2.105061516525699,18,0,Low,High
46,38,Male,Bachelor,33,Marketing,Mid,7,15,4.79184258104643,0.6431295176915917,29,1.5003129072653016,0.10113859054533447,202,0.7177286976924944,42.57616149303052,0,3,7,4,9.50796061903057,1.703090040189843,3.5810717889893313,4,2,Low,High
47,57,Female,Bachelor,27,Marketing,Senior,2,6,14.773341267836564,0.7119040925867871,14,1.165997217542846,0.13512443753085707,156,0.9491185300317772,7.532143216740483,3,3,19,4,6.39999330765494,3.5245475848311942,1.219927502491525,13,1,Low,High
48,25,Male,Bachelor,36,Engineering,Senior,6,5,-1.9150214813222757,0.8249319608512875,17,2.126038483089502,0.25232052797403764,197,0.9187950619035942,3.145719524602608,1,3,7,1,9.908755114296422,1.492985344718047,1.3232362396214565,15,1,Low,High
49,23,Male,Master,6,HR,Junior,17,2,9.478293325412244,0.5123486488430556,34,1.9769348014563142,0.48778473167804104,235,0.8059919242593379,69.54756041890774,8,0,2,5,8.933254564520968,2.9652430700507915,1.7548246459170684,0,0,Low,High
50,27,Male,Bachelor,3,Marketing,Junior,7,15,21.255629153411036,0.9051295652586435,49,3.2414078960798474,0.3081352446045958,398,0.65229389578314,43.84288920111806,8,4,9,9,9.221448047485408,3.62072725470747,4.488252276725688,16,0,Medium,High
51,25,Male,Master,36,HR,Junior,5,16,19.26902987001654,0.7682890950143102,29,1.0869553522548294,0.4680740522565116,391,0.686028588586021,55.22150680546295,6,2,12,3,10.996780042606769,3.316511667022041,3.5144197042529313,10,0,Medium,High
52,50,Female,Master,0,Engineering,Senior,5,19,29.672495801026265,0.6391085935344111,33,3.0822821771966935,0.47968992719347375,227,0.8624911961635227,55.76612476224163,5,3,8,0,8.0533586718292,1.56000193080297,3.9214786367518224,8,1,Medium,High
53,39,Male,Master,0,Marketing,Senior,16,9,4.726189409571461,0.5308039926462347,41,2.5670869680480126,0.10405499821025371,426,0.7540164951361646,27.73758133333014,2,4,5,2,7.044306668190208,1.6454934860593173,2.4814486222306367,3,0,High,High
54,47,Male,Bachelor,19,Sales,Senior,19,19,12.436625471089268,0.5812492077372207,10,3.3084890796577686,0.15559680123447223,384,0.9345892766663885,47.58925108294907,6,3,14,8,9.310861054241725,3.685564019299953,1.8528813962800035,1,1,High,High
55,55,Male,Master,18,Engineering,Junior,9,7,6.533564482089885,0.9475169294267185,26,3.8096701126014585,0.38499614060935206,315,0.9799820037328817,47.07602216677023,0,3,15,9,11.670131505211433,4.2356371843591045,1.1518454438516512,8,2,High,High
56,31,Male,Master,28,Finance,Mid,5,4,10.421108992071115,0.8430121119679455,23,3.536367780319356,0.43338200114567194,198,0.9222547701099673,38.8427221227857,8,4,4,6,9.107217715086787,4.632297610118364,2.954142479887569,4,2,Low,High
57,57,Female,Master,9,HR,Senior,8,3,24.993254545428584,0.6249508608184449,34,4.938577477493466,0.2596133720947639,296,0.7510181691982228,82.06753834010705,3,3,12,5,10.99147304471704,4.254446061384467,3.2971238569092516,3,2,Medium,High
58,35,Female,Bachelor,17,Engineering,Mid,9,11,18.94731763159703,0.5328003824725147,38,1.5530613755074842,0.4966130336402746,303,0.9154745716925696,45.11640036875959,5,0,18,0,10.542192326766198,4.895695515548779,4.588011177510847,4,0,High,High
59,52,Male,PhD,27,Engineering,Mid,5,1,25.88544169716536,0.8453076561933182,7,2.718948035719114,0.005786099377635134,78,0.7405766693882734,60.36445245059878,5,0,1,8,9.10998472205899,2.6330072166605416,4.528371914995976,17,2,Medium,High
60,36,Male,Bachelor,34,Marketing,Mid,10,6,2.1228887916160257,0.7862038629838826,17,2.6993229465732447,0.14979632779260782,401,0.6668400351062536,89.55201203808261,2,0,5,8,9.885328665920536,2.3246630168881373,2.69874063388902,12,1,Low,High
61,29,Male,Bachelor,30,Marketing,Junior,2,11,25.56763912445033,0.7022597622291176,12,2.6682128148116826,0.3115808768722899,315,0.613357281946343,86.62336228589224,3,1,0,0,8.440081104579951,1.1127362093804676,2.6943117160138486,4,1,Medium,High
62,35,Male,Bachelor,26,Marketing,Mid,9,1,-2.9083204037565453,0.681805724595032,44,3.6551935681706733,0.23464495546874142,62,0.754286685104408,89.04222037791652,9,3,14,5,9.183772134583162,2.799583423952374,1.6444915868633347,18,1,Low,High
63,44,Male,Master,10,Finance,Senior,11,7,26.100974815300333,0.6084071379645541,23,2.95931224218689,0.058301483214400374,96,0.9614237214789128,27.000499646501396,2,1,14,6,9.043714531743808,3.60548620965293,2.0297959513703634,2,0,High,High
64,42,Male,Bachelor,37,Marketing,Junior,4,6,6.5175822811254776,0.8348056282687588,22,3.0697302392518524,0.1838935427402818,200,0.6955946351022706,3.498248830806283,5,2,13,1,10.254662177746638,4.261634565289903,4.702654305283566,17,0,Low,High
65,37,Female,Bachelor,4,Engineering,Senior,2,14,6.010567169492326,0.9853340138969353,11,2.7294239685870587,0.012723571647519527,99,0.6826052659719136,26.10667998953292,0,4,6,9,8.459887916137696,2.0698215310974812,1.5641440437408085,5,1,Low,High
66,39,Male,Bachelor,7,Marketing,Senior,6,2,12.923100184453236,0.5878576229184129,48,4.96679784407425,0.3213730230376397,264,0.9879283140964161,27.870734562070865,7,2,4,7,6.5986027357328405,3.054365105477162,4.874798186974607,5,1,Medium,High
67,45,Female,Bachelor,33,Sales,Junior,14,4,27.92415657031311,0.7985583100077517,29,4.710245395276169,0.4463712714981776,181,0.6100016451402368,90.93603267249681,7,1,19,7,10.732257136881737,3.6480382584561863,3.0189542008607857,4,1,Low,High
68,47,Female,Master,11,Marketing,Senior,1,11,-3.3276522361508123,0.7120925278729882,30,2.230896757457484,0.44243706189172943,421,0.9143128601575017,64.92427328379706,8,0,15,5,10.109118019969245,3.2064114639363757,2.8264270990673244,0,1,High,High
69,46,Male,Master,37,Finance,Senior,18,15,7.328084127476085,0.7233443608723324,27,1.4463756990666687,0.34977223688277326,162,0.7285479822963481,8.170395960222876,5,3,16,8,11.700740732744192,2.096082869609631,1.698553522745418,7,2,High,High
70,50,Female,Bachelor,0,Sales,Junior,7,18,24.98001960391675,0.6270736400639072,21,4.359058896154412,0.23288509774896377,301,0.6149951827478637,13.537859601110114,0,3,10,2,8.572297055087176,4.185129753180249,3.646165001929923,0,1,Low,High
71,36,Female,Bachelor,30,Engineering,Senior,1,1,8.861906710241335,0.9125674378307096,43,4.988681005702897,0.25601580934574486,390,0.9671210160838335,15.567612554197542,2,0,14,1,6.469233941466568,1.6934440498877348,2.8393820734489914,5,0,Medium,High
72,22,Female,Master,3,Engineering,Mid,1,3,1.970491415897345,0.7426278020736206,27,2.170435576158582,0.06845941199783145,102,0.6558569320838334,63.04217481689231,0,3,19,1,6.729713918179458,4.619919335145456,2.482652271652885,19,0,High,High
73,46,Female,Bachelor,4,HR,Senior,1,3,9.867796346599413,0.771702926099132,12,2.431139703367065,0.17050854655960151,179,0.8207117134902782,73.54140255070031,4,4,15,5,10.639917259218468,4.810386996219245,2.058064874341168,13,0,High,High
74,28,Female,Bachelor,29,Sales,Mid,4,7,8.494337552208426,0.6523804563986628,24,4.766532725940811,0.09386403774913682,373,0.7096216829718192,85.96439105653961,2,4,2,6,6.406543696671612,2.4622930483010483,1.265947212059488,10,0,Low,High
75,30,Female,PhD,23,HR,Senior,4,1,27.039567051334622,0.5909042328334748,43,3.8445180720123595,0.4106001016749773,242,0.6260771208738763,94.06365508062432,1,4,5,5,11.446956869575711,2.504727161943807,3.077312466204383,1,0,Low,High
76,45,Male,Master,2,Sales,Junior,18,11,21.667703151008396,0.5429551941014102,45,2.1825533271185447,0.4573769506689799,128,0.6199689942653516,20.17045573864418,2,2,12,2,7.689900667771112,3.9731130356687765,2.251633332234547,3,1,High,Medium
77,22,Female,Bachelor,10,Sales,Junior,11,6,12.679044451040223,0.857059570462458,6,3.3241859651356602,0.2684616307100585,106,0.6462226795345355,30.977248472404906,8,0,0,4,11.393274243475949,2.8251543942080026,3.8314608120110885,12,1,Low,High
78,29,Female,Master,3,Finance,Senior,1,3,29.59296983525499,0.5981171408439279,44,4.776918317457024,0.36388202025647204,146,0.628546805555752,24.032288074483066,7,4,13,7,10.641041092805676,1.1144405743969408,3.8940894269966098,6,2,Low,High
79,45,Female,Bachelor,25,HR,Junior,10,19,11.284713594657315,0.8450376770943988,5,4.247252427783114,0.06073238545356374,247,0.9042232462079691,35.87615674661377,2,1,1,5,11.22720621775014,4.6795069107009635,2.3284280461511857,5,2,High,High
80,32,Male,Master,26,Finance,Senior,9,2,-2.961675921290367,0.6951882230234769,23,3.9673308549146387,0.3042673216386192,184,0.7942264809133717,91.46651074237494,1,4,1,1,7.284238150619794,2.723001367863051,3.6764827342670436,2,2,Medium,High
81,38,Female,Bachelor,26,Sales,Junior,4,18,4.1796012635244715,0.7078874004948257,18,3.9479852469080896,0.351395510688923,196,0.7371568365395919,57.511256693936154,4,2,14,6,9.574160974881408,1.8139804021612451,2.034700961117977,8,1,Medium,High
82,29,Male,Bachelor,5,Engineering,Mid,6,12,10.262466807675942,0.7345887480463859,18,1.7120812971690813,0.2263840647557004,221,0.7673475640528029,73.81918973244991,0,1,17,7,6.561534792434536,3.2226562925951443,3.9086949049686117,13,2,High,High
83,56,Female,Bachelor,14,Sales,Senior,16,10,0.49159184511420406,0.6838542540637715,35,4.298724956911746,0.12163654223534931,112,0.9715786942290493,49.011923612678196,3,0,8,3,7.2136846052362555,1.8756246503652663,1.064308582180888,19,1,Low,High
84,56,Male,PhD,29,Finance,Mid,2,5,28.164779421341507,0.550309988611295,8,2.1044745297738325,0.4386872602706957,114,0.9643007250952589,2.885791333612453,7,0,2,0,7.859413364023611,1.8240879987264313,1.6064350679412511,10,0,High,High
85,54,Male,Master,36,HR,Mid,18,9,21.83971142362206,0.6548159050014228,47,4.721466631606118,0.3714543599768612,344,0.8862705920490308,6.419548599781432,0,4,3,1,10.44487554906014,3.1829253095625307,1.9800346476297448,4,1,High,High
86,26,Female,Bachelor,36,HR,Senior,10,2,4.390052014972042,0.8318671803469693,35,2.458559964055132,0.4499286409245975,260,0.9538729509686751,53.792303126788575,4,1,14,3,6.1482862763309,2.5641691687578763,4.0917419479460255,13,1,Low,High
87,49,Female,Bachelor,36,Finance,Mid,17,2,15.678158673127054,0.8328922007344355,37,4.430641588169026,0.4092013237489117,158,0.7278592110350499,71.87890348200257,3,1,4,6,11.418703697232818,3.2919731130128893,1.2655050123376341,18,0,Medium,High
88,28,Male,Master,34,HR,Senior,13,6,20.250720498835022,0.6431121536199972,39,2.0649339780712057,0.4951872147894313,331,0.7524437304033131,21.53305275287315,5,4,19,1,6.42482108227753,4.9873017472449614,1.7522285748621238,7,0,Medium,High
89,30,Female,Bachelor,22,Marketing,Mid,18,10,27.944762511737927,0.730051313278844,28,3.058107746328962,0.09608636660722447,221,0.8454848727416913,72.1909573992304,6,4,19,5,8.258941172067763,4.436072617483074,2.4344964220207763,6,0,Low,High
90,29,Male,Bachelor,5,Engineering,Senior,13,18,25.85723722113937,0.5967236140059687,23,1.4275411819562422,0.04337388390198704,61,0.8494503789189056,81.06657734835125,8,3,4,1,6.4865377699715046,1.030683197159155,1.0366999766116436,6,2,High,High
91,33,Male,PhD,3,Engineering,Senior,17,12,13.031727914837479,0.6051860407649179,47,3.640475611984696,0.16850139566862926,455,0.7926799352049364,41.18974783621112,0,3,9,6,10.613807058620242,1.202222838149559,4.048483901497635,2,2,Low,High
92,55,Male,Bachelor,17,Engineering,Junior,5,4,22.112841692755616,0.5115235442033037,4,4.344317100667354,0.06450208751162945,382,0.7602631393751813,74.6419232844105,9,4,15,1,6.84788984041654,3.4403177605249784,3.240420598688538,2,2,High,High
93,54,Male,Master,8,HR,Senior,11,17,14.675066383965476,0.9483732749538722,41,3.8737891252096643,0.2615650564531122,269,0.994472124643478,40.40299503284599,3,2,11,2,11.308541461574745,3.505024324529192,4.602717548080069,17,0,Low,High
94,44,Male,PhD,28,HR,Senior,7,15,14.344636151593903,0.6053533325374532,44,3.0930340517546293,0.31651445270387124,447,0.9284494504470897,67.835062945502,5,3,13,8,9.181331919549157,4.512763376303973,1.1241241301797817,12,2,Low,High
95,45,Female,Bachelor,12,Sales,Mid,10,6,-0.9840314581632832,0.6137669384682316,25,1.180463514405838,0.28914430758670184,391,0.7739920791552181,76.3997049319543,9,4,10,3,11.690836916732376,3.516228698087303,2.085562735065281,0,0,Medium,High
96,58,Male,Bachelor,16,Sales,Senior,17,16,-0.5851819694346778,0.6398007163225659,13,4.733764028683433,0.12962006769513507,335,0.8909169908958274,99.19266183081108,6,1,18,4,7.742165476849172,1.9108581540629692,3.9250066297468087,4,0,Medium,High
97,56,Male,Bachelor,31,Engineering,Junior,15,17,13.53367652578601,0.5637040358477146,38,3.8219581943145386,0.4544120154843984,221,0.7078246773009838,34.53966620635961,6,3,5,8,8.725896911270347,2.8740649108146035,3.7005976777958978,3,0,Low,High
98,43,Female,Master,21,Marketing,Mid,18,3,4.410154074265231,0.8196314415906814,28,3.983456953461332,0.010586181867689226,285,0.6400677304949319,41.104078057461145,7,2,9,6,10.165481773977469,4.235941602684754,1.9722297624188316,15,2,Low,High
99,48,Male,Master,3,Sales,Mid,19,10,-4.263708413883598,0.5375714765887933,5,4.178722302043228,0.17400667688174648,215,0.7409724102210963,16.562005941017134,9,0,19,7,10.991479875425764,4.691299858393486,3.3827509398722486,14,2,Medium,High
100,56,Female,Master,4,Sales,Junior,2,5,20.29937213650743,0.5671012131631752,6,3.9909737037104427,0.3594962376990305,236,0.7611891200493577,20.40730584018069,7,1,2,2,8.52814252647364,1.9476604758668365,4.175030612431015,17,0,High,High
101,22,Female,Bachelor,36,HR,Mid,4,14,-3.8629691158442263,0.8223783632950464,36,2.7644646563933346,0.3834644631745797,219,0.6066148498242683,69.33950025983778,7,2,14,3,11.354595229962985,3.1584189400533034,1.133522813338459,16,2,Medium,High
102,56,Female,Master,12,Marketing,Mid,3,13,15.83468943864191,0.6698303102407214,17,3.9344873171517873,0.20805927221592996,101,0.9259168006543584,91.7045590154476,7,2,10,6,6.707923249946371,1.6357102006816109,3.8705135874776593,13,1,High,High
103,58,Male,PhD,33,Engineering,Mid,7,6,13.871782794456003,0.8539739133505946,22,3.5001071512413158,0.008454906628183545,368,0.7436773609556726,39.460495166124055,7,2,1,3,10.252108312860573,2.987998795710277,2.0083882604559022,13,2,Medium,High
104,35,Male,Master,21,Sales,Mid,18,12,28.908514170223157,0.7787123723350711,43,4.416065334675146,0.3090218395618687,238,0.8321672663120588,17.984444683554123,5,1,5,1,8.089193893281962,1.3604564829980044,4.7914051541365295,18,0,Medium,High
105,24,Male,PhD,22,Marketing,Junior,10,8,11.947459877167457,0.6280105865307566,37,4.209839261349481,0.03154734059160785,169,0.6295852749083823,28.509949938299407,8,2,16,9,6.608012904795582,4.766912279801897,3.1528808854444335,5,0,High,High
106,22,Female,Master,2,Marketing,Junior,7,5,-2.7739497267770923,0.8254139752446641,0,1.1654975298690395,0.05392788807675725,154,0.6699987315002336,45.50517048081386,2,0,17,5,8.319987340812023,3.552225833130462,1.1335447305251245,12,0,Low,Medium
107,26,Male,Master,33,Engineering,Mid,8,15,14.30907887322616,0.5581368401464404,3,2.515548361330421,0.325125359823095,211,0.955877490131024,29.065032936536838,5,3,3,8,11.281293746913407,4.416866966854709,2.613722475130221,17,1,Medium,High
108,47,Female,Master,31,Marketing,Mid,6,16,24.43836597156355,0.7682051915400152,43,1.1388646087355783,0.1562441630714274,344,0.8434750111531203,23.357908312186627,4,1,8,1,11.88320322773184,4.9931806967276255,4.865247432877943,14,0,Medium,High
109,35,Male,Bachelor,20,Marketing,Junior,1,1,29.889724949850397,0.7185740525225173,46,1.4082996990643917,0.17401507635412644,90,0.9801136200681942,73.59844887570796,7,2,9,0,8.356799142602895,1.730663978821513,3.9214919729768543,6,0,Medium,High
110,48,Female,Bachelor,20,Marketing,Junior,4,16,10.062011079117537,0.6339367914087204,34,3.4056428880144454,0.24340353849162172,426,0.9995000137565268,0.7844921240623193,3,4,1,7,11.31849832683825,3.7765736598385944,2.2019160147458487,18,2,Low,High
